"Order ID","Order Date","Order Quantity","Customer ID","Customer Name","Customer City","Customer Country","Customer Loyalty Card","Product ID","Product Coffee Type","Product Roast Type","Product Size (kg)","Product Unit Price","Product Price per 100g","Product Profit"
"HUB-47311-849","12/7/2021","3","04521-04300-OK","Stanislaus Gilroy","Saint Paul","United States","Yes","L-M-0.5","Liberica","Medium","0.5","8.73","1.746","1.1349"
"BOR-02906-411","10/17/2021","6","08743-09057-OO","Tallie felip","Albany","United States","Yes","L-D-2.5","Liberica","Dark","2.5","29.785","1.1914","3.87205"
"BQJ-44755-910","2/28/2020","6","75006-89922-VW","Murielle Lorinez","Evansville","United States","No","E-D-2.5","Excelca","Dark","2.5","27.945","1.1178","3.07395"
"EEJ-16185-108","2/9/2019","5","65552-60476-KY","Nona Linklater","Naples","United States","Yes","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"RWR-77888-800","2/7/2020","1","69904-02729-YS","Annadiane Dykes","Chicago","United States","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"LHN-75209-742","3/23/2020","6","01433-04270-AX","Felecia Dodgson","Newark","United States","Yes","R-M-0.5","Robusta","Medium","0.5","5.97","1.194","0.3582"
"BVU-77367-451","10/20/2020","5","77421-46059-RY","Borg Daile","Atlanta","United States","Yes","A-D-1","Arabika","Dark","1","9.95","0.995","0.8955"
"RXF-37618-213","4/15/2022","1","32948-34398-HC","Belvia Umpleby","Fort Worth","United States","Yes","R-L-0.5","Robusta","Light","0.5","7.17","1.434","0.4302"
"ANM-16388-634","11/19/2021","2","77343-52608-FF","Nat Saleway","Burbank","United States","No","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"WYL-29300-070","10/16/2019","1","42770-36274-QA","Hayward Goulter","Kingsport","United States","No","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"JHW-74554-805","11/26/2019","6","14103-58987-ZU","Gay Rizzello","Liverpool","United Kingdom","Yes","R-M-1","Robusta","Medium","1","9.95","0.995","0.597"
"KYS-27063-603","6/30/2019","4","69958-32065-SW","Shannon List","Columbus","United States","No","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"GAZ-58626-277","1/4/2021","2","69533-84907-FA","Shirlene Edmondson","Newmarket on Fergus","Ireland","No","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"RPJ-37787-335","10/27/2020","3","76005-95461-CI","Aurlie McCarl","New Orleans","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"LEF-83057-763","6/15/2021","5","15395-90855-VB","Alikee Carryer","Charlotte","United States","Yes","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"RPW-36123-215","7/19/2021","2","80640-45811-LB","Jennifer Rangall","Springfield","United States","Yes","E-L-0.5","Excelca","Light","0.5","8.91","1.782","0.9801"
"BWK-39400-446","9/12/2019","4","61302-06948-EH","Fleur Parres","Rochester","United States","Yes","L-D-0.5","Liberica","Dark","0.5","7.77","1.554","1.0101"
"AWT-22827-563","1/25/2020","1","12018-75670-EU","Melania Beadle","Moycullen","Ireland","Yes","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"BYU-58154-603","12/17/2020","4","51971-70393-QM","Claiborne Feye","Castlebridge","Ireland","No","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"HVQ-64398-930","3/30/2020","6","62979-53167-ML","Lothaire Mizzi","Dallas","United States","Yes","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"WRT-40778-247","3/13/2022","4","54810-81899-HL","Cletis Giacomazzo","Dulles","United States","No","R-L-1","Robusta","Light","1","11.95","1.195","0.717"
"SUB-13006-125","4/17/2019","5","26103-41504-IB","Ami Arnow","Oakland","United States","Yes","A-L-0.5","Arabika","Light","0.5","7.77","1.554","0.6993"
"CQM-49696-263","10/25/2019","3","76534-45229-SG","Sheppard Yann","Colorado Springs","United States","Yes","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"KXN-85094-246","9/13/2019","3","81744-27332-RR","Bunny Naulls","Adare","Ireland","Yes","L-M-2.5","Liberica","Medium","2.5","33.465","1.3386","4.35045"
"CBT-55781-720","11/15/2021","3","97855-54761-IS","Dottie Tift","Greensboro","United States","Yes","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"HYF-10254-369","11/14/2019","1","30373-66619-CB","Zaccaria Sherewood","Fresno","United States","No","L-L-0.5","Liberica","Light","0.5","9.51","1.902","1.2363"
"CGO-79583-871","3/4/2019","1","37182-54930-XC","Wesley Giorgioni","San Francisco","United States","Yes","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"XXJ-47000-307","7/18/2019","3","31582-23562-FM","Jeffrey Dufaire","Fort Worth","United States","No","A-L-2.5","Arabika","Light","2.5","29.785","1.1914","2.68065"
"ZFS-30776-804","2/5/2021","5","58638-01029-CB","Blancha McAmish","Oklahoma City","United States","Yes","A-L-0.5","Arabika","Light","0.5","7.77","1.554","0.6993"
"ZDK-82166-357","4/3/2021","3","81431-12577-VD","Beitris Keaveney","Beaumont","United States","No","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"IHN-19982-362","3/29/2021","3","68894-91205-MP","Elna Grise","Reno","United States","No","R-L-1","Robusta","Light","1","11.95","1.195","0.717"
"VMT-10030-889","12/15/2021","6","87602-55754-VN","Torie Gottelier","Kansas City","United States","No","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"NHL-11063-100","5/20/2020","4","39181-35745-WH","Loydie Langlais","Crumlin","Ireland","Yes","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"ROV-87448-086","11/2/2020","4","30381-64762-NG","Adham Greenhead","Corona","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"DGY-35773-612","7/25/2020","3","17503-27693-ZH","Hamish MacSherry","Austin","United States","Yes","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"YWH-50638-556","3/14/2019","4","89442-35633-HJ","Else Langcaster","Normanton","United Kingdom","Yes","E-L-0.5","Excelca","Light","0.5","8.91","1.782","0.9801"
"CHE-78995-767","8/2/2022","3","00888-74814-UZ","Theresita Newbury","Clonskeagh","Ireland","No","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"LBZ-75997-047","12/17/2019","6","40946-22090-FP","Norene Magauran","Fresno","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"CNY-06284-066","6/26/2021","5","63985-64148-MG","Donica Bonhome","Knoxville","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"BLD-12227-251","3/4/2021","2","64395-74865-WF","Ilysa Whapple","Fresno","United States","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"CPV-90280-133","3/20/2019","3","66458-91190-YC","Marja Urion","Virginia","Ireland","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"DBC-44122-300","11/4/2020","3","13366-78506-KP","Aube Follett","Columbus","United States","Yes","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"FJQ-60035-234","4/5/2021","2","08847-29858-HN","Rudiger Di Bartolomeo","Stockton","United States","Yes","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"CQW-37388-302","7/3/2019","3","97741-98924-KT","Willabella Harvison","Philadelphia","United States","No","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"CTE-31437-326","1/2/2019","4","22721-63196-UJ","Gladi Ducker","Belfast","United Kingdom","No","L-D-1","Liberica","Dark","1","12.95","1.295","1.6835"
"VZO-97265-841","7/8/2022","4","87049-37901-FU","Bram Revel","Rochester","United States","No","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"MOR-12987-399","8/17/2019","6","34015-31593-JC","Emiline Priddis","Tuscaloosa","United States","No","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"UOA-23786-489","5/31/2020","6","90305-50099-SV","Queenie Veel","Houston","United States","Yes","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"CUN-90044-279","1/29/2021","4","86646-65810-TD","Kenton Wetherick","Lexington","United States","Yes","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"XSZ-84273-421","4/14/2019","3","15405-60469-TM","Pen Wye","Colorado Springs","United States","Yes","R-M-0.5","Robusta","Medium","0.5","5.97","1.194","0.3582"
"NUN-48214-216","7/29/2020","4","06953-94794-FB","Isahella Hagland","Fort Wayne","United States","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"CVP-18956-553","8/4/2021","3","86561-91660-RB","Beryle Cottier","Scranton","United States","No","L-D-1","Liberica","Dark","1","12.95","1.295","1.6835"
"BRB-40903-533","6/15/2022","3","09020-56774-GU","Marie-jeanne Redgrave","Springfield","United States","Yes","E-L-0.2","Excelca","Light","0.2","4.455","2.2275","0.49005"
"CWK-60159-881","1/27/2020","3","04671-85591-RT","Theda Grizard","Tampa","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"XIY-43041-882","10/12/2021","1","07250-63194-JO","Shawnee Critchlow","Richmond","United States","No","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"YGY-98425-969","4/1/2019","1","63787-96257-TQ","Merrel Steptow","Cherryville","Ireland","No","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"MSB-08397-648","3/10/2021","4","49530-25460-RW","Carmina Hubbuck","Huntington","United States","No","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"WDR-06028-345","8/16/2019","1","66508-21373-OQ","Ingeberg Mulliner","Birmingham","United Kingdom","No","L-L-1","Liberica","Light","1","15.85","1.585","2.0605"
"MXM-42948-061","8/11/2020","4","20203-03950-FY","Geneva Standley","Killorglin","Ireland","Yes","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"MGQ-98961-173","4/5/2022","4","83895-90735-XH","Brook Drage","Dayton","United States","No","L-L-0.5","Liberica","Light","0.5","9.51","1.902","1.2363"
"CWT-27056-328","6/4/2022","6","18570-80998-ZS","Josefina Ferens","New York City","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"TKL-20738-660","10/2/2021","1","47939-53158-LS","Cordi Switsur","Nashville","United States","No","E-M-0.2","Excelca","Medium","0.2","4.125","2.0625","0.45375"
"TKL-20738-660","10/2/2021","1","47939-53158-LS","Cordi Switsur","Nashville","United States","No","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"TKL-20738-660","10/2/2021","5","47939-53158-LS","Cordi Switsur","Nashville","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"CYM-74988-450","10/16/2020","4","87223-37422-SK","Rufus Flear","Sheffield","United Kingdom","No","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"QJB-90477-635","6/12/2022","4","89714-19856-WX","Doll Beauchamp","Stamford","United States","No","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"MWP-46239-785","4/27/2019","5","87979-56781-YV","Stanford Rodliff","Newport News","United States","Yes","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"QDV-03406-248","5/23/2019","3","74126-88836-KA","Stevana Woodham","Drumcondra","Ireland","Yes","L-M-0.5","Liberica","Medium","0.5","8.73","1.746","1.1349"
"GPH-40635-105","7/14/2020","1","37397-05992-VO","Hewet Synnot","Anchorage","United States","No","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"CYV-13426-645","7/6/2019","1","88593-59934-VU","Evelina Dacca","Evansville","United States","Yes","E-D-1","Excelca","Dark","1","12.15","1.215","1.3365"
"OIL-26493-755","8/31/2021","1","19017-95853-EK","Timofei Woofinden","Fargo","United States","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"CZD-56716-840","2/28/2019","4","15456-29250-RU","Jaimie Hatz","El Paso","United States","No","L-D-2.5","Liberica","Dark","2.5","29.785","1.1914","3.87205"
"WRP-39846-614","3/4/2022","5","47493-68564-YM","Bidget Tremellier","Cherryville","Ireland","Yes","A-L-2.5","Arabika","Light","2.5","29.785","1.1914","2.68065"
"CZG-01299-952","2/12/2019","2","09540-70637-EV","Jarret Toye","Ballivor","Ireland","Yes","L-D-1","Liberica","Dark","1","12.95","1.295","1.6835"
"VTV-03546-175","7/31/2020","5","03384-62101-IY","Osbert Robins","Huntsville","United States","Yes","A-L-2.5","Arabika","Light","2.5","29.785","1.1914","2.68065"
"DAH-46595-917","9/12/2021","6","27878-42224-QF","Nissie Rudland","Gorey","Ireland","No","A-D-1","Arabika","Dark","1","9.95","0.995","0.8955"
"ZGK-97262-313","7/16/2022","3","02536-18494-AQ","Ewell Hanby","Washington","United States","Yes","E-M-2.5","Excelca","Medium","2.5","31.625","1.265","3.47875"
"DBU-81099-586","9/11/2020","4","15770-27099-GX","Raynor McGilvary","Norfolk","United States","No","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"PVI-72795-960","3/17/2022","3","68239-74809-TF","Elonore Joliffe","Bailieborough","Ireland","No","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"DCE-22886-861","4/5/2021","1","56060-17602-RG","Harland Trematick","Monasterevin","Ireland","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"DCI-96254-548","6/14/2022","6","94091-86957-HX","Jimmy Dymoke","Beaumont","Ireland","No","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"DDO-71442-967","4/12/2019","5","89422-58281-FD","Alisun Baudino","Washington","United States","Yes","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"LOO-35324-159","5/19/2020","4","68412-11126-YJ","Boyd Bett","Washington","United States","Yes","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"JBQ-93412-846","4/27/2022","4","69037-66822-DW","Julio Armytage","Portumna","Ireland","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"EHX-66333-637","9/9/2020","2","01297-94364-XH","Deana Staite","Houston","United States","No","L-M-0.5","Liberica","Medium","0.5","8.73","1.746","1.1349"
"WXG-25759-236","3/10/2021","2","39919-06540-ZI","Winn Keyse","Orange","United States","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"QNA-31113-984","4/7/2019","4","60512-78550-WS","Osmund Clausen-Thue","El Paso","United States","No","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"ZWI-52029-159","7/12/2020","2","40172-12000-AU","Leonore Francisco","Carson City","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"ZWI-52029-159","7/12/2020","3","40172-12000-AU","Leonore Francisco","Carson City","United States","No","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"DEC-11160-362","10/13/2021","4","48582-05061-RY","Amii Gallyon","Naperville","United States","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"VYP-89830-878","10/4/2020","2","12715-05198-QU","Gerard Pirdy","Boca Raton","United States","Yes","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"DFK-35846-692","11/3/2019","5","49612-33852-CN","Marris Grcic","Lynchburg","United States","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"NFQ-23241-793","10/11/2020","3","88446-59251-SQ","Quinton Fouracres","Des Moines","United States","Yes","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"JQK-64922-985","11/10/2021","3","23779-10274-KN","Bettina Leffek","Honolulu","United States","Yes","R-M-2.5","Robusta","Medium","2.5","22.885","0.9154","1.3731"
"DFS-49954-707","12/21/2021","5","39019-13649-CL","Giacobo Skingle","Provo","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"DGC-21813-731","4/27/2022","2","43606-83072-OA","Channa Belamy","Lakeland","United States","No","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"VKA-82720-513","6/24/2019","6","12299-30914-NG","Grete Holborn","Norwalk","United States","Yes","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"THA-60599-417","10/26/2019","3","59971-35626-YJ","Fielding Keinrat","Arlington","United States","Yes","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"DGZ-82537-477","8/14/2020","5","43439-94003-DW","Flynn Antony","Birmingham","United States","No","R-D-1","Robusta","Dark","1","8.95","0.895","0.537"
"DJG-14442-608","2/6/2019","3","75716-12782-SS","Gale Croysdale","Charleston","United States","Yes","R-D-1","Robusta","Dark","1","8.95","0.895","0.537"
"TME-59627-221","4/30/2021","6","72282-40594-RX","Alexa Sizey","Portland","United States","No","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"UDG-65353-824","1/7/2020","4","17514-94165-RJ","Kari Swede","Oklahoma City","United States","No","E-M-0.5","Excelca","Medium","0.5","8.25","1.65","0.9075"
"ENQ-42923-176","1/11/2021","3","56248-75861-JX","Leontine Rubrow","Washington","United States","No","A-L-0.5","Arabika","Light","0.5","7.77","1.554","0.6993"
"DKM-97676-850","6/2/2020","5","43439-94003-DW","Flynn Antony","Birmingham","United States","No","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"DMY-96037-963","10/26/2020","3","42179-95059-DO","Maisie Sarvar","Lawrenceville","United States","Yes","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
